ลำดับที่,ปี,อำเภอ,ชื่อ,ที่ตั้ง,ที่มา,ตำบล
88,2565,เมืองเพชรบูรณ์,วิสาหกิจชุมชนกลุ่มผู้เลี้ยงโคเนื้อ บ้านดงผักกูด ม.14,39 หมู่ 14 ต.ห้วยสะแก อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์,สำนักงานเกษตรจังหวัดเพชรบูรณ์,ห้วยสะแก
89,2565,เมืองเพชรบูรณ์,วิสาหกิจชุมชนการผลิตและแปรรูปอาหารเพื่อสุขภาพ,111 หมู่ 2 ต.ห้วยใหญ่ อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์,สำนักงานเกษตรจังหวัดเพชรบูรณ์,ห้วยใหญ่
90,2565,เมืองเพชรบูรณ์,วิสาหกิจชุมชนกลุ่มปุ๋ยเพื่อนเกษตร ม.6 ต.ตะเบาะ,49/1 หมู่ 6 ต.ตะเบาะ อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์,สำนักงานเกษตรจังหวัดเพชรบูรณ์,ตะเบาะ
91,2565,เมืองเพชรบูรณ์,วิสาหกิจชุมชนส่งเสริมอาชีพเกษตรบ้านป่าบง 2560,224 หมู่ 7 ต.ตะเบาะ อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์,สำนักงานเกษตรจังหวัดเพชรบูรณ์,ตะเบาะ
92,2565,เมืองเพชรบูรณ์,วิสาหกิจชุมชนเกษตรร่วมใจนางั่ว,24 หมู่ 4 ต.นางั่ว อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์,สำนักงานเกษตรจังหวัดเพชรบูรณ์,นางั่ว
93,2565,เมืองเพชรบูรณ์,วิสาหกิจชุมชนเกษตรบ้านหัวนา,36/1 หมู่ 8 ต.บ้านโคก อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์,สำนักงานเกษตรจังหวัดเพชรบูรณ์,บ้านโคก
94,2565,เมืองเพชรบูรณ์,วิสาหกิจชุมชนกลุ่มผู้เลี้ยงโคเนื้อ ตำบลห้วยใหญ่,145 หมู่ 7 ต.ห้วยใหญ่ อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์,สำนักงานเกษตรจังหวัดเพชรบูรณ์,ห้วยใหญ่
95,2565,เมืองเพชรบูรณ์,วิสาหกิจชุมชนปลูกมะม่วงน้ำดอกไม้สีทองตำบลดงมูลเหล็ก,154 หมู่ 2 ต.ดงมูลเหล็ก อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์,สำนักงานเกษตรจังหวัดเพชรบูรณ์,ดงมูลเหล็ก
96,2565,เมืองเพชรบูรณ์,วิสาหกิจชุมชนกลุ่มผลิตภัณฑ์แปรรูปมะขาม,127/1 หมู่ 8 ต.ท่าพล อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์,สำนักงานเกษตรจังหวัดเพชรบูรณ์,ท่าพล
97,2565,เมืองเพชรบูรณ์,วิสาหกิจชุมชนข้าวหอมมะลิแปลงใหญ่ปลอดสารพิษ,51/1 หมู่ 10 ต.ป่าเลา อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์,สำนักงานเกษตรจังหวัดเพชรบูรณ์,ป่าเลา
98,2565,เมืองเพชรบูรณ์,วิสาหกิจชุมชนเกษตรแปรรูป หมู่ที่ 2 ต.นาป่า,119 หมู่ 2 ต.นาป่า อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์,สำนักงานเกษตรจังหวัดเพชรบูรณ์,นาป่า
99,2565,เมืองเพชรบูรณ์,วิสาหกิจชุมชนแปรรูปพริกแม่สะอาดเสวย,196 หมู่ 3 ต.ห้วยสะแก อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์,สำนักงานเกษตรจังหวัดเพชรบูรณ์,ห้วยสะแก
100,2565,เมืองเพชรบูรณ์,วิสาหกิจชุมชนการเลี้ยงหมูขุนวิถีธรรมชาติเพื่อความยั่งยืน,58/11 หมู่ ต.ในเมือง อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์ ,สำนักงานเกษตรจังหวัดเพชรบูรณ์,ในเมือง
101,2565,เมืองเพชรบูรณ์,วิสาหกิจชุมชนกลุ่มคนรักแพะ,164/2 หมู่ 4 ต.นาป่า อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์,สำนักงานเกษตรจังหวัดเพชรบูรณ์,นาป่า
102,2565,เมืองเพชรบูรณ์,วิสาหกิจชุมชนผู้ปลูกข้าวโพดเลี้ยงสัตว์แปลงใหญ่ตำบลห้วยสะแก,51 หมู่ 4 ต.ห้วยสะแก อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์,สำนักงานเกษตรจังหวัดเพชรบูรณ์,ห้วยสะแก
103,2565,เมืองเพชรบูรณ์,วิสาหกิจชุมชนเกษตรอินทรีย์นางั่ว,5/4 หมู่ 6 ต.นางั่ว อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์,สำนักงานเกษตรจังหวัดเพชรบูรณ์,นางั่ว
104,2565,เมืองเพชรบูรณ์,วิสาหกิจชุมชนเลี้ยงวัวเนื้อบ้านบุฉนวน,189 หมู่ 1 ต.น้ำร้อน อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์,สำนักงานเกษตรจังหวัดเพชรบูรณ์,น้ำร้อน
105,2565,เมืองเพชรบูรณ์,วิสาหกิจชุมชนมั่งมีเรือนสุราพื้นเมือง,241 หมู่ 6 ต.ดงมูลเหล็ก อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์,สำนักงานเกษตรจังหวัดเพชรบูรณ์,ดงมูลเหล็ก
106,2565,เมืองเพชรบูรณ์,วิสาหกิจชุมชนกลุ่มคนเลี้ยงแพะบ้านตะเบาะน้อย,184 หมู่ 3 ต.ตะเบาะ อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์,สำนักงานเกษตรจังหวัดเพชรบูรณ์,ตะเบาะ
107,2565,เมืองเพชรบูรณ์,วิสาหกิจชุมชนแปลงใหญ่ปลาตะเพียนบ้านคลองสำโรง,203 หมู่ 6 ต.ชอนไพร อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์,สำนักงานเกษตรจังหวัดเพชรบูรณ์,ชอนไพร
108,2565,เมืองเพชรบูรณ์,วิสาหกิจชุมชนผู้ผลิตพืชผักปลอดภัยห้วยสะแก,9809 หมู่ 8 ต.ห้วยสะแก อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์,สำนักงานเกษตรจังหวัดเพชรบูรณ์,ห้วยสะแก
109,2565,เมืองเพชรบูรณ์,วิสาหกิจชุมชนกลุ่มปลูกข้าวโพดป่าแดงเหนือ,46 หมู่ 3 ต.ป่าเลา อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์,สำนักงานเกษตรจังหวัดเพชรบูรณ์,ป่าเลา
